Channel Name,Video URL,Video Title,Video Length (HH:MM:SS),Hours,Minutes,Seconds,Overall Seconds,Video Language,Content Category of the Video,Total No of Video Views,Total No of Video Likes,Likes Per 10000 Views,Total No of Comments,Comment Per 10K Views,No of Channel Subscribers,Video Posted Date,Channel Created Date,Channel Genre,Location of the Content Creator,TotalViewsoftheChannel,Trustworthiness of the Thumbnail (Rating of 1 to 10),Trustworthiness of the Video (Rating of 1 to 10),Does the Video Require Subject Matter Expertise from an Expert ?,Is the Content Creator SME of the topic ?,Trustworthiness from Comments (Trustable or Not),Interns who cleaned data
Moni’s Passion,https://www.youtube.com/watch?v=Ve7PGOzs7v4,Gold New Pola For Sankha From 2 Gram,0:27:16,0,27,16,"1,636",Bengali,Lifestyle,27072,571,211,46,17,275000,10/16/2022,5/20/2015,Lifestyle,Not Available,87480629,6,7,Yes,Not Required,Not Trustable,Subha Ranjan Patra
Monkey Magic,https://www.youtube.com/watch?v=qoXB59NlNFY,I went to Ladakh (36+ Hours) in a local HRTC Bus,15:48:00,15,48,0,"56,880",Hindi,Lifestyle,827000,559000,6759,1579,19,1360000,9/28/2022,7/29/2015,Vlog,Delhi,349899800,10,10,No,Not Required,Trustable,Sai Prateek
Mortal,https://www.youtube.com/watch?v=Eul0ePFkHyw,Every PUBG player will watch this Ending.,0:03:13,0,3,13,193,Hindi,Entertainment,19222588,1100000,572,26505,14,7010000,10/21/2018,9/24/2013,Entertainment,Maharashtra,1177390977,10,10,No,Not Required,Trustable,Himanshi
Mortal,https://www.youtube.com/watch?v=CD_atOEJimc,ULTIMATE ROAST BATTLE *MORTAL VS REGALTOS* ??,0:09:32,0,9,32,572,Hindi,Entertainment,413453,56000,1354,422,10,7010000,12/2/2021,9/24/2013,Entertainment,Not Available,1177390977,6,6,No,Not Required,Trustable,Srikrishna
Mortal,https://www.youtube.com/watch?v=8uStOuyb-ms,Crewmate Diya Toh Me 3Rd Impostor #Mortalarmy,4:02:50,4,2,50,"14,570",Hindi,Entertainment,376382,33000,877,122,3,7010000,10/16/2022,9/24/2013,Entertainment,Maharashtra,1177871988,7,9,No,Yes,Trustable,Manas Ramuka
mosambi,https://www.youtube.com/watch?v=eFBPvjBmasI,Enderman ki real story,0:12:04,0,12,4,724,Hindi,Entertainment,377042,29000,769,640,17,1780000,10/13/2022,9/22/2018,Entertainment,Not Available,199168017,5,5,Yes,Yes,Trustable,Praneeth kodam
Mostly Sane,https://www.youtube.com/watch?v=ZuC1VcZ6a9w,Pretty Fit | EP 1 with Neha Kakkar,0:23:31,0,23,31,"1,411",Hindi,Entertainment,58859432,662000,112,16756,3,6750000,1/21/2020,2/10/2015,Entertainment,Maharashtra,1138043844,10,10,No,Not Required,Trustable,Himanshi
Mostly Sane,https://www.youtube.com/watch?v=LyM6NKBosjQ,If My Mirror Could Talk,0:05:20,0,5,20,320,Hindi,Entertainment,2213010,55000,249,1366,6,6750000,5/26/2022,2/10/2015,Lifestyle,Not Available,1138043844,8,7,No,Not Required,Trustable,Jayita Mali
Mostly Sane,https://www.youtube.com/watch?v=0PO8u5-6wN4,The Boys Answered Your Questions This Week!! | #SawaalSaturday | MostlySane,14:44:00,14,44,0,"53,040",English,Entertainment,1490974,82000,550,2905,19,6760000,10/2/2021,2/10/2015,Entertainment,Not Available,1140148002,5,6,Yes,Yes,Trustable,Diya Kalra
Mostly Sane,https://www.youtube.com/watch?v=BVqXTc17Rqc,In Conversation With Melinda French Gates | #RealTalkTuesday | MostlySane,8:42:00,8,42,0,"31,320",English,Entertainment,85187,3700,434,177,21,6760000,10/4/2022,2/10/2015,Entertainment,Not Available,1140148002,5,6,Yes,Yes,Trustable,Diya Kalra
Mostly Sane,https://www.youtube.com/watch?v=l23D-rGRnAc,Mismatched Promotions Vlog! | Mostlysane,0:11:16,0,11,16,676,Hindi,Entertainment,9854,1700,1725,127,129,6750000,10/12/2022,2/10/2015,Entertainment,Maharashtra,1138206801,5,8,No,Yes,Trustable,Manas Ramuka
Motivational Shorts,https://www.youtube.com/watch?v=i9VnazVOUa4,Meet Khan Sir with Sandeep Maheshwari Sir,22:33:00,22,33,0,"81,180",Hindi,Lifestyle,2619931,157,1,4501,17,304000,9/5/2022,12/8/2021,Lifestyle,Not Available,65772606,8,10,No,Not Required,Trustable,Diya Kalra
Moto Zip,https://www.youtube.com/watch?v=7PJqzus9i6k,Mahindra XUV 400 EV full review by Motozip,0:10:04,0,10,4,604,Hindi,Entertainment,651,306,4700,26,399,2610000,9/11/2022,6/20/2015,Entertainment,Not Available,203171516,6,6,No,Not Required,Trustable,Manya Tyagi
MotorOctane,https://www.youtube.com/watch?v=mongXLCje2I,This Beast SUV should replace Endeavour.,0:09:21,0,9,21,561,Hindi,Entertainment,23456,4400,1876,286,122,2800000,9/14/2022,10/14/2018,Entertainment,Not Available,680990231,6,6,No,Not Required,Trustable,Manya Tyagi
motors,https://www.youtube.com/watch?v=zgEtuSZ5uPk,Best Rs 15 lakh SUV in India to buy ,0:44:52,0,44,52,"2,692",Hindi,Review,25689,1100,428,116,45,2840000,10/9/2022,12/30/2012,Review,Not Available,701566102,9,10,No,Not Required,Trustable,Vaishnavi
MotoVlogger Jannu Stuntz,https://www.youtube.com/watch?v=cDqGQBPid-8,Aj toh Bawal ride ho gaye|| @MotoVlogger Jannu Stuntz || back training workout,0:10:31,0,10,31,631,Hindi,Entertainment,6543178,30000,46,749,1,558000,9/15/2022,8/4/2015,Entertainment,Not Available,45304891,5,5,No,Not Required,Trustable,Manya Tyagi
Mountain Trekker,https://www.youtube.com/watch?v=fMc1nBIUY8I,See how Thai police treats an Indian Tourist!,0:11:34,0,11,34,694,Hindi,Vlog,3069730,35000,114,3476,11,1570000,3/20/2017,8/21/2007,Vlog,Delhi,220028983,9,9,No,Not Required,Not Trustable,Utsav Tiwary
Movies Insight Hindi,https://www.youtube.com/watch?v=UMZv8M6_wHU,Squid Game (2021) Explained in Hindi,0:23:38,0,23,38,"1,418",Hindi,Educational,39431292,1100000,279,9293,2,4880000,10/7/2021,2/9/2020,Entertainment,Not Available,1805643605,9,9,Yes,Not Required,Not Trustable,roshan kumar sinha
Mr & Mrs Choudhary,https://www.youtube.com/watch?v=rMinzGl28sA,RAJA IS BACK | Choudhary Family Completed | Khushi Punjaban | Vivek Choudhary,0:18:59,0,18,59,"1,139",Hindi,Vlog,12779594,561000,439,50663,40,4320000,8/8/2020,12/12/2013,Vlog,Uttrakhand,1191815866,10,10,No,Not Required,Trustable,Himanshi
Mr & Mrs. Singhania,https://www.youtube.com/watch?v=iJBP3N0NUYI,Humara phela KARWA CHAUTH special | Part 2 | Vlog #17 | Mr & Mrs. Singhania,0:16:59,0,16,59,"1,019",Hindi,Vlog,3017202,116000,384,5435,18,529000,5/9/2020,2/10/2015,Vlog,Uttrakhand,154413236,10,10,No,Not Required,Trustable,Himanshi
Mr Mrs Narula,https://www.youtube.com/watch?v=Q1KlNHxl45s,Ik Saal (Official Song) Anniversary Special Ft. Mr Mrs Narula | Magic | Mehak Jain | Punjabi Songs,0:02:58,0,2,58,178,Punjabi,Music,12278296,357000,291,9132,7,1560000,9/13/2020,9/27/2017,Vlog,Punjab,267924001,10,10,No,Not Required,Trustable,Himanshi
MR. INDIAN HACKER,https://www.youtube.com/watch?v=wqvncnLh_0c,Running Bike On Water - 100% Working Trick,0:10:01,0,10,1,601,Hindi,Educational,70358186,1300000,185,44221,6,28300000,12/17/2019,6/21/2012,Educational,Rajasthan ,4897036790,4,4,Yes,Not Required,Not Trustable,Utsav Tiwary
MR. INDIAN HACKER,https://www.youtube.com/watch?v=4O8Qp2NwW_k,1.5 Lakh Drone Vs VIP - Top Diwali Experiments ,0:10:07,0,10,7,607,Hindi,Educational,1951759,222000,1137,8087,41,28800000,10/14/2022,6/21/2021,Educational,Not Available,4912164112,8,8,Yes,Yes,Trustable,Jayita Mali
Mr. MNV,https://www.youtube.com/watch?v=I8a8qB7y5nM,| “TRIBUTE TO BINDRAKHIA JI” | Mr.MNV | ft. NANU HAYER| by GUPZ SEHRA |,0:01:58,0,1,58,118,Punjabi,Entertainment,4656935,122000,262,2344,5,869000,1/9/2018,10/1/2018,Vlog,Punjab,265672830,10,10,No,Not Required,Trustable,Himanshi
MrGamerJay,https://www.youtube.com/watch?v=11wb9sbYgGA,Best survival base,0:10:14,0,10,14,614,Hindi,Entertainment,853164,43000,504,1200,14,1410000,10/9/2022,7/15/2019,Entertainment,Not Available,198782119,6,7,Yes,Yes,Trustable,Praneeth kodam
MSK,https://www.youtube.com/watch?v=2LgKPtbRne8,Thar Se Uttarakhand Aate Hii Khatarnaak Landslide Dekhne Ko Mila,0:11:29,0,11,29,689,Hindi,Entertainment,345628,21000,608,401,12,1680000,9/15/2022,1/13/2012,Entertainment,Not Available,335344995,6,6,No,Not Required,Trustable,Manya Tyagi
MSK Vlogs,https://www.youtube.com/watch?v=Rqmxf2Ud0V4,Manali to Keylong | Rohtang Pass || Ladakh Trip 2017 ~Ep.03,0:29:24,0,29,24,"1,764",Hindi,Vlog,5225328,142000,272,4201,8,1700000,8/18/2017,9/17/2014,Vlog,Maharashtra,343054542,10,10,No,Not Required,Trustable,Himanshi
Mukti Gautam,https://www.youtube.com/watch?v=aTGb9NEH2NI,BEST Aerobics WORKOUT At HOME || 15 MIN Workout for WEIGHT LOSS,0:15:22,0,15,22,922,Hindi,Lifestyle,9994723,136000,136,2271,2,1040000,7/17/2019,5/28/2017,Lifestyle,Punjab,97444242,9,9,No,Not Required,Not Trustable,Utsav Tiwary
Mumbaiker nikhil,https://www.youtube.com/watch?v=xFeX9OdScDc,SOLO RIDE AFTER A LONG TIME AND GOOGLE MAP NE BATKA DIYA.,0:17:04,0,17,4,"1,024",Hindi,Lifestyle,544831,42000,771,878,16,393000,8/28/2022,7/3/2013,Vlog,Maharashtra,1457042541,8,8,No,Yes,Trustable,Ayush Chakraborthy
Mumbaiker nikhil,https://www.youtube.com/watch?v=4G9tLXhzDLc,ONLY ONE IN INDIA & COST 49 Lakhs,0:10:26,0,10,26,626,Hindi,Vlog,8779876,434000,494,9553,11,3930000,11/18/2018,3/7/2013,Vlog,Maharashtra,1452279421,10,10,No,Not Required,Trustable,Himanshi
Mumbaiker nikhil,https://www.youtube.com/watch?v=4hAlEQkO0yY,THE JOKERS STAIRS !!!,0:18:14,0,18,14,"1,094",Hindi,Vlog,1082139,79000,730,3063,28,3930000,12/28/2019,7/3/2013,Vlog,Maharashtra,1451530886,8,8,No,Not Required,Trustable,Abhishek Sabne
Mumbaiker nikhil,https://www.youtube.com/watch?v=2ZM_fqN4Irw,KARNE KA THO STYLE MAI KARNEKA WARNA NAHI KARNEKA !!,0:21:20,0,21,20,"1,280",Hindi,Vlog,1269689,138000,1087,3907,31,3930000,6/26/2021,7/3/2013,Vlog,Maharashtra,1451530886,8,8,No,Not Required,Trustable,Abhishek Sabne
Mumbaiker nikhil,https://www.youtube.com/watch?v=aAhoQQ_WysQ,EMIRATES BUSINESS CLASS TO CANADA !!!,0:17:30,0,17,30,"1,050",Hindi,Vlog,1277247,110000,861,2677,21,3930000,9/27/2021,7/3/2013,Vlog,Maharashtra,1451530886,8,8,No,Not Required,Trustable,Abhishek Sabne
Mumbaiker nikhil,https://www.youtube.com/watch?v=_eJvlW8HGS8,INDIAN PARENTS CHILLING WITH CANADIAN BABY ,0:12:19,0,12,19,739,Hindi,Vlog,500483,42000,839,716,14,3930000,9/13/2022,7/3/2013,Vlog,Maharashtra,1451530886,8,8,No,Not Required,Trustable,Abhishek Sabne
Mumbaiker nikhil,https://www.youtube.com/watch?v=iCDQDFIB8BI,Yeh Kya Hogaya Hamare Sath | Total Surprise,0:10:20,0,10,20,620,Hindi,Entertainment,134527,18000,1338,238,18,3930000,10/12/2022,7/3/2013,Vlog,Maharashtra,1452625953,6,6,No,Yes,Trustable,Manas Ramuka
Mumbaiker nikhil,https://www.youtube.com/watch?v=vDdXGqMjAyA,EK HI DIN MAI KYA KYA DHEKNA PADA | BAGWAN NE BACHA LIYE,0:11:03,0,11,3,663,Hindi,Vlog,272920,26000,953,584,21,3930000,10/13/2022,7/3/2013,Vlog,Maharashtra,1451530886,8,8,No,Not Required,Trustable,Abhishek Sabne
Mum's Academy,https://www.youtube.com/watch?v=0y4vrzB7mTw,Introduction to india,0:08:45,0,8,45,525,Hindi,Educational,73982,639,86,72,10,731,11/7/2017,9/10/2017,Educational,Not Available,164498,4,6,Yes,Yes,Trustable,Praneeth kodam
Munawar Faruqui,https://www.youtube.com/watch?v=gxfrdy8xL_w,"Khatron Ke Khiladi, First Love & Pandemic || Stand-up Comedy by Munawar Faruqui || 2022",0:05:33,0,5,33,333,Hindi,Entertainment,131551,3200,243,63,5,332000,9/8/2022,6/13/2021,Entertainment,Not Available,11151330,7,7,No,Not Required,Trustable,Manya Tyagi
Music 4Suraj,https://www.youtube.com/watch?v=1tP4XBNNYWU,Hindi_Romantic_Songs _ ??????? ?????? ???? __ ?????_???_??????_??_????_????_???_??? __ 90_s_Hits_70K,0:37:55,0,37,55,"2,275",Hindi,Music,1141341,5300,46,33,0,819000,10/15/2022,10/5/2022,Music,Not Available,50737074,8,10,No,Not Required,Trustable,Lydia
Music Master | Tamil Songs | Ilayaraja,https://www.youtube.com/watch?v=gLIC_mTk2eg,Ilayaraja 90s Songs Collection | Audio Jukebox | Vol 2 | Ilayaraja Love Hit Songs | Music Master,0:52:59,0,52,59,"3,179",Tamil,Music,50737047,197000,39,6458,1,2160000,12/9/2017,7/13/2016,Music,Tamil Nadu,1215836664,10,10,No,Not Required,Trustable,Lydia
Music Multiple World,https://www.youtube.com/watch?v=SMuCrqDvVGY,malayalam tamil hit songs in flute instrument ??2022... tnku for all supporting????,1:01:43,1,1,43,"3,703",Malayalam,Music,586,11,188,3,51,146,12/10/2022,9/27/2022,Music,Kerala,21253,9,8,No,Not Required,Trustable,Lydia
Must Visit Places,https://www.youtube.com/watch?v=uk_xZN4ajCY,Best places to visit in Delhi | Delhi Tourism | ?????? ??? ????? ?? ?????? ?????,0:07:16,0,7,16,436,Hindi,Lifestyle,2192872,49000,223,1216,6,198000,4/19/2019,2/21/2019,Lifestyle,Not Available,21451173,8,9,Yes,Yes,Trustable,Ameya Nerkar
Must Visit Places,https://www.youtube.com/watch?v=J5hYmjiSUY8,Vaishno devi yatra complete information & latest update 2021 | ?????? ???? ?????? ?? ??????? ???????,0:06:27,0,6,27,387,Hindi,Lifestyle,76485,1500,196,315,41,198000,2/21/2021,2/21/2019,Lifestyle,Not Available,21451173,9,9,Yes,Yes,Trustable,Ameya Nerkar
Must Visit Places,https://www.youtube.com/watch?v=wKPw8V_r080,Weekend trip to Rishikesh with budget | Top best places in Rishikesh | Rishikesh tour | Haridwar,0:04:54,0,4,54,294,Hindi,Lifestyle,847,24,283,4,47,198000,5/21/2022,2/21/2019,Lifestyle,Not Available,21451173,8,8,Yes,Not Required,Not Trustable,Ameya Nerkar
Must Visit Places,https://www.youtube.com/watch?v=x7zBmRdVYLA,Monsoon me ghumne ke pramukh sthan | 10 Best places to visit in monsoon in India | Must Visit Places,0:05:36,0,5,36,336,Hindi,Lifestyle,509,22,432,1,20,198000,7/31/2022,2/21/2019,Lifestyle,Not Available,21451173,7,7,Yes,Not Required,Not Trustable,Ameya Nerkar
Must Visit Places,https://www.youtube.com/watch?v=5oLAhu6O7t8,Statue of Unity Complete Tour Guide 2022 | Statue of Unity Gujarat Trip | ?????? ?? ??????,0:05:55,0,5,55,355,Hindi,Lifestyle,1163,28,241,6,52,198000,8/14/2022,2/21/2019,Lifestyle,Not Available,21451173,8,8,Yes,Yes,Trustable,Ameya Nerkar
My country My Ride,https://www.youtube.com/watch?v=xVwgyebWDOA,Range Rover VELAR IS HERE FINALLY,0:12:15,0,12,15,735,Hindi,Entertainment,4567,3600,7883,147,322,4690000,9/13/2022,10/7/2001,Entertainment,Not Available,461899439,6,6,No,Not Required,Trustable,Manya Tyagi
My Live Support,https://www.youtube.com/watch?v=z5Y6qetYZ14,MS Excel Full Course For Free with Certificate | Hindi,10:08:31,10,8,31,"36,511",Hindi,Educational,1952946,26000,133,976,5,353000,8/16/2021,1/25/2017,Educational,Not Available,27000314,7,7,Yes,Yes,Trustable,Manya Tyagi
My Village Show,https://www.youtube.com/watch?v=18Kft7GnyJg,Gangavva tho kaluvapothe ft. dhethadi harika,0:16:52,0,16,52,"1,012",Telugu,Entertainment,16383896,148000,90,4300,3,2500000,7/29/2019,11/3/2012,Entertainment,Not Available,694844503,8,9,Yes,Yes,Trustable,Praneeth kodam
mybigguide,https://www.youtube.com/watch?v=b0Ahsovnk0E,Microsoft Excel in Just 60 minutes 2022 - Excel User Should Know - Complete Excel Tutorial Hindi,0:58:58,0,58,58,"3,538",Hindi,Educational,10039335,277000,276,4886,5,2990000,1/9/2019,5/25/2014,Educational,Not Available,220356097,9,9,Yes,Yes,Trustable,Manya Tyagi
Mycodeschool,https://www.youtube.com/watch?v=V42FBiohc6c,Time complexity of a computer program,0:09:42,0,9,42,582,English,Educational,621315,5500,89,220,4,690000,9/11/2012,9/9/2012,Educational,Telangana,61129386,8,7,Yes,Yes,Trustable,Pardeep
Mycodeschool,https://www.youtube.com/watch?v=vcQIFT79_50,Linked List - Implementation in C/C++,0:13:58,0,13,58,838,English,Educational,1532027,12000,78,568,4,690000,4/4/2013,9/9/2012,Educational,Telangana,61129386,7,7,Yes,Yes,Trustable,Pardeep
Mycodeschool,https://www.youtube.com/watch?v=COk73cpQbFQ,Quicksort algorithm,0:20:39,0,20,39,"1,239",English,Educational,1755460,16000,91,975,6,690000,7/23/2013,9/9/2012,Educational,Telangana,61129386,7,7,Yes,Yes,Trustable,Pardeep
Mycodeschool,https://www.youtube.com/watch?v=XuCbpw6Bj1U,Data structures: Introduction to Queues,0:09:18,0,9,18,558,English,Educational,492164,4600,93,134,3,690000,11/1/2013,9/9/2012,Educational,Telangana,61129386,8,6,Yes,Yes,Trustable,Pardeep
Mycodeschool,https://www.youtube.com/watch?v=COZK7NATh4k,Binary search tree - Implementation in C/C++,0:18:35,0,18,35,"1,115",English,Educational,1174910,11000,94,586,5,690000,2/4/2014,9/9/2012,Educational,Telangana,61129386,6,7,Yes,Yes,Trustable,Pardeep
Mycodeschool,https://www.youtube.com/watch?v=vvpDbhqPrww,Using Arithmetic Operators - C Programming Tutorial 07,0:16:11,0,16,11,971,English,Educational,131507,1000,76,46,3,690000,6/3/2014,9/9/2012,Educational,Telangana,61129386,8,7,Yes,Yes,Trustable,Pardeep
Mycodeschool,https://www.youtube.com/watch?v=k1wraWzqtvQ,Graph Representation part 03 - Adjacency List,0:27:50,0,27,50,"1,670",English,Educational,385533,5700,148,643,17,690000,10/24/2016,9/9/2012,Educational,Telangana,61129386,7,6,Yes,Yes,Trustable,Pardeep
Mythpat,https://www.youtube.com/watch?v=4yeq8yyWdwQ,FUNNIEST tiktoks EVER,0:09:17,0,9,17,557,Hindi,Entertainment,39399829,2100000,533,58021,15,12600000,10/4/2020,7/30/2018,Vlog,Maharashtra,2687498245,10,10,No,Not Required,Trustable,Himanshi
Mythpat,https://www.youtube.com/watch?v=4jlWFqWzLRY,when a NOOB plays Getting Over It,0:10:59,0,10,59,659,Hindi,Entertainment,1655958,200000,1208,11310,68,12600000,10/3/2022,7/30/2018,Entertainment,Maharashtra,2687498245,7,7,No,Not Required,Trustable,Utsav Tiwary
Mythpat,https://www.youtube.com/watch?v=buyX6wWKbGk,I Made A World Record In Getting Over It!,0:05:22,0,5,22,322,Hindi,Entertainment,723886,108000,1492,6575,91,12600000,10/16/2022,7/30/2018,Entertainment,Maharashtra,2689053528,7,9,No,Yes,Trustable,Manas Ramuka
Narendra modi,https://www.youtube.com/watch?v=qw8xHDvGDJs,"PM Modi addresses public meeting in Anand, Gujarat",6:34:00,6,34,0,"23,640",Hindi,Entertainment,399965,7700,193,509,13,13000000,10/10/2022,10/26/2007,News,Not Available,2568184662,10,10,No,Yes,Trustable,Ayush Chakraborthy
National Geographic India,https://www.youtube.com/watch?v=MbeEstkKLXI,The Great Indian Election | Premiering 15th August at 1 PM & 8 PM,0:00:30,0,0,30,30,Hindi,Lifestyle,5726392,703,1,89,0,218000,1/8/2019,9/7/2009,Educational,Haryana,43563894,9,9,No,Not Required,Trustable,Ameya Nerkar
National Geographic India,https://www.youtube.com/watch?v=YqRfoCY4pHU,On Duty 24/7: Nation’s Pride | #IndependenceDay | National Geographic,0:08:09,0,8,9,489,Hindi,Lifestyle,21872,910,416,15,7,218000,8/14/2021,9/7/2009,Educational,Haryana,43563894,9,9,Yes,Yes,Trustable,Ameya Nerkar
National Geographic India,https://www.youtube.com/watch?v=Q0gYQrebGwY,The Mighty River | Ganga: River From The Skies | National Geographic,0:04:44,0,4,44,284,Hindi,Lifestyle,555137,15000,270,564,10,218000,4/29/2022,9/7/2009,Educational,Haryana,43563894,9,9,Yes,Yes,Trustable,Ameya Nerkar
National Geographic India,https://www.youtube.com/watch?v=av_mMx-VuZc,"Timber Trail Rescue | India's Incredible Rescue Ops | Premieres 9th Sep, 8 PM | National Geographic",0:00:30,0,0,30,30,Hindi,Lifestyle,3745,101,270,5,13,218000,8/9/2022,9/7/2009,Educational,Haryana,43563894,8,8,Yes,Not Required,Not Trustable,Ameya Nerkar
National Geographic India,https://www.youtube.com/watch?v=X-PR_YUjHOA,Valiant Efforts of The Indian Air Force | #IndianAirforceDay | #NatGeoIndia,0:06:40,0,6,40,400,Hindi,Lifestyle,96417,2600,270,76,8,218000,8/10/2022,9/7/2009,Educational,Haryana,43563894,8,9,Yes,Yes,Trustable,Ameya Nerkar
Nayi Zindagi,https://www.youtube.com/watch?v=hfVNOUMU5FM,51 shaktipeeth of mata sati,0:13:37,0,13,37,817,Hindi,Lifestyle,8580379,178000,207,5073,6,169000,7/7/2021,12/26/2020,Lifestyle,Not Available,21837302,9,10,No,Not Required,Trustable,Subha Ranjan Patra
Neha Kakkar,https://www.youtube.com/watch?v=eIhXjRqUVss,Chand Ne Kaho | Neha Kakkar | Sachin Jigar,0:01:38,0,1,38,98,Hindi,Entertainment,357689,21000,587,1521,43,13700000,5/21/2022,10/22/2012,Entertainment,Not Available,1866408856,10,10,No,Not Required,Trustable,Vaishnavi
Neon Man,https://www.youtube.com/watch?v=fJ3LrTl5yno,"Emiway Vs Raftaar, Divine & MC Stan Drama | Raftaar Response | Emiway Bantai Full Drama EXPLAINED! |",0:04:43,0,4,43,283,Hindi,Entertainment,5504473,145000,263,6303,11,1750000,10/14/2018,4/18/2017,Entertainment,Jharkhand,436261485,10,10,No,Not Required,Trustable,Himanshi
Neon Man,https://www.youtube.com/watch?v=n3fsFFCc_n8,"How This YouTuber has 2 Million VIDEOS on his Channel..?| Mythpat, Saiman Says,Thugesh, Total Gaming",0:07:38,0,7,38,458,Hindi,Entertainment,446175,44000,986,929,21,1750000,10/14/2022,4/18/2017,Entertainment,Jharkhand,436113729,5,5,Yes,Not Required,Not Trustable,Utsav Tiwary
Neso Academy,https://www.youtube.com/watch?v=B-irf7FZNHA,Introduction to Binary Codes,0:10:32,0,10,32,632,English,Educational,3057,67,219,1,3,1790000,12/10/2022,7/30/2014,Educational,Not Available,363684470,8,8,Yes,Yes,Trustable,Jayita Mali
netflix,https://www.youtube.com/watch?v=BmllggGO4pM,THE GRAY MAN | Official Trailer | Netflix,0:02:11,0,2,11,131,Hindi,Entertainment,19823437,282000,142,17256,9,24900000,5/24/2022,7/18/2012,Entertainment,Not Available,6067316239,8,8,Yes,Yes,Trustable,Ayush Chakraborthy
New Music India,https://www.youtube.com/watch?v=biP_DcN4sPs,Evergreen Romantic Hits | Video Jukebox | A.R.Rahman | Harris Jayaraj,0:22:31,0,22,31,"1,351",Tamil,Music,1609067,98000,609,145,1,110000,1/18/2022,2/18/2013,Music,Tamil Nadu,622460339,9,9,No,Not Required,Trustable,Lydia
New Stories Book Hindi,https://www.youtube.com/watch?v=ZpBbfy0gJF8,???? - ????? ????? ,0:16:15,0,16,15,975,Hindi,Entertainment,231224,3200,138,154,7,42000,10/13/2022,7/19/2021,Entertainment,Delhi,7131738,7,7,No,Not Required,Not Trustable,Utsav Tiwary
news,https://www.youtube.com/watch?v=IRcoFduHvrk,"T20 World Cup ??? ?????? , West Indies ???? ???? ",0:03:54,0,3,54,234,Hindi,Vlog,5552,388,699,17,31,2510000,10/17/2022,4/1/2019,News,Not Available,1175145138,10,10,No,Not Required,Trustable,Vaishnavi
newslanudry,https://www.youtube.com/watch?v=k2XHHyaiNds,EXPOSED: The Hindu-Muslim TRP game | TV Newsance 187,0:23:10,0,23,10,"1,390",Hindi,Vlog,267762,1800,67,1074,40,1410000,9/17/2022,6/26/2011,News,Not Available,196564419,6,6,Yes,Yes,Not Trustable,Manya Tyagi
Nic It Academy,https://www.youtube.com/watch?v=d04g-tnAxSQ,SQL tutorial TAMIL | SQL Full Course in Tamil (Learn SQL in 6 Hours in Tamil) | Oracle SQL in TAMIL,6:36:52,6,36,52,"23,812",Tamil,Educational,198873,3900,196,341,17,259000,11/30/2011,9/17/2019,Employment,Tamil Nadu,1727849,9,8,No,Not Required,Trustable,Lydia
